Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,39,1,Informatics Engineering,1,19,120.0,1,37,37,9,4,98.6,0,0,1,0,1,0,28,0,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout
1,7,1,Equiniculture,0,3,130.0,1,37,37,9,9,130.0,0,0,0,1,1,0,31,0,9,9,9,9,14.22,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout
1,1,1,Animation and Multimedia Design,1,1,130.0,1,1,38,5,9,118.1,0,0,1,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
1,39,1,Agronomy,1,1,100.0,1,1,3,9,10,120.0,0,0,1,0,1,0,44,0,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout
1,1,1,Veterinary Nursing,1,1,142.0,1,1,1,9,9,127.7,1,0,0,1,1,0,19,0,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,Graduate
1,15,1,Animation and Multimedia Design,1,1,130.0,26,1,1,2,9,130.0,0,0,0,1,1,0,21,1,6,12,12,12,15.08,0,4,11,15,11,13.08,0,8.9,1.4,3.51,Enrolled
1,18,1,Informatics Engineering,1,1,148.0,1,3,19,3,5,147.7,0,0,0,1,1,1,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,44,1,Agronomy,1,39,170.0,1,19,19,5,5,170.0,1,0,0,1,1,0,20,0,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,Graduate
1,39,1,Communication Design,1,1,110.0,1,37,37,7,7,110.2,0,0,0,1,1,0,55,0,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
1,1,1,Management,1,1,166.0,1,19,37,4,8,146.4,0,0,0,1,1,0,27,0,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Enrolled
1,17,2,Informatics Engineering,1,1,135.0,1,12,19,5,5,121.0,0,0,0,1,1,0,19,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
1,1,1,Management,1,1,133.0,1,19,37,9,9,129.9,0,0,0,1,1,0,18,0,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
2,39,1,Journalism and Communication,1,1,133.1,1,37,37,7,4,132.0,0,0,0,1,1,0,43,0,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
1,18,3,Tourism,1,1,121.0,1,19,19,9,6,125.9,1,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1,1,1,Animation and Multimedia Design,1,1,159.0,1,3,3,2,2,165.7,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,17,5,Tourism,1,1,130.0,1,37,38,9,9,122.7,1,0,1,1,1,1,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
2,39,1,Equiniculture,0,1,121.0,1,37,19,9,9,141.4,0,0,1,0,1,0,29,0,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Dropout
1,39,1,Journalism and Communication,1,19,133.1,1,37,37,9,10,156.4,1,0,1,1,1,0,44,0,0,6,9,5,11.57,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,Dropout
1,1,1,Informatics Engineering,1,1,146.0,1,37,37,9,9,148.5,1,0,0,1,1,0,18,0,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,Enrolled
1,44,1,Agronomy,1,39,140.0,1,37,37,9,1,140.0,0,0,0,1,1,1,20,0,0,6,11,5,13.83,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,Enrolled
1,43,1,Communication Design,1,1,125.0,1,38,37,8,7,131.7,1,0,0,1,1,0,20,0,3,6,6,4,12.75,0,3,9,12,3,12.67,0,12.4,0.5,1.79,Dropout
2,39,2,Management,1,1,120.0,1,37,37,9,9,104.7,1,0,0,1,1,0,36,0,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
1,44,1,Journalism and Communication,1,39,150.0,1,5,1,2,5,150.0,1,0,0,1,1,0,19,0,1,6,13,5,11.6,0,1,6,12,2,11.0,0,13.9,-0.3,0.79,Enrolled
2,39,1,Veterinary Nursing,1,19,110.0,1,37,37,90,90,110.0,0,0,0,0,1,0,29,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
1,1,1,Management (evening attendance),1,1,120.0,1,1,1,9,9,129.1,1,0,0,1,1,0,18,0,0,6,6,4,11.25,0,0,6,10,3,10.33,0,10.8,1.4,1.74,Dropout
1,39,1,Agronomy,1,1,133.1,1,1,1,1,6,120.0,0,0,0,0,1,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1,1,1,Journalism and Communication,1,1,133.1,1,3,19,2,5,127.0,0,0,0,1,1,0,20,0,0,6,6,6,14.33,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,Graduate
2,39,1,Social Service (evening attendance),0,19,133.1,1,19,37,9,9,151.5,0,0,1,0,1,0,45,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout
1,43,2,Nursing,1,1,130.0,1,38,37,4,4,126.8,1,0,0,1,1,1,28,0,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,Graduate
1,1,1,Tourism,1,1,160.0,1,19,38,9,9,140.8,1,0,0,1,1,0,23,0,0,6,8,6,12.67,0,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled
1,1,1,Nursing,1,1,128.0,1,1,19,4,7,125.6,1,0,0,1,1,0,18,0,0,7,7,7,12.44,0,0,8,11,7,11.35,0,12.4,0.5,1.79,Graduate
1,1,2,Management,1,1,140.0,1,19,19,9,4,127.8,1,0,0,1,1,0,23,0,0,5,7,3,10.67,1,0,5,7,3,11.33,0,9.4,-0.8,-3.12,Dropout
1,43,1,Animation and Multimedia Design,1,1,120.0,1,3,3,2,2,120.0,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
1,1,1,Communication Design,1,1,140.0,1,19,19,5,5,131.3,0,0,0,1,1,1,22,0,1,6,6,6,12.67,0,1,6,6,5,12.4,0,12.4,0.5,1.79,Graduate
1,39,1,Equiniculture,0,12,120.0,1,37,38,5,5,155.7,0,0,0,1,1,0,33,0,0,5,5,5,13.2,0,0,5,6,5,14.83,0,10.8,1.4,1.74,Graduate
1,53,1,Agronomy,1,42,130.0,1,1,38,9,6,128.5,0,0,0,1,1,0,21,0,7,12,20,10,12.7,0,5,12,14,11,12.18,0,8.9,1.4,3.51,Graduate
2,39,1,Management,1,1,100.0,1,37,37,9,5,170.0,0,0,0,1,1,0,45,0,0,5,6,5,14.83,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,Graduate
2,39,1,Agronomy,1,1,133.1,1,37,37,9,9,100.0,0,0,0,0,1,0,44,0,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,Dropout
4,39,1,Management (evening attendance),1,1,110.0,1,19,19,90,99,107.2,0,0,0,1,1,0,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1,18,1,Management,1,1,147.0,1,19,1,9,7,139.3,1,0,0,1,1,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
1,17,6,Management,1,1,133.0,1,19,38,5,6,123.2,1,0,0,1,1,0,20,0,0,5,7,3,12.67,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,Enrolled
1,1,2,Tourism,1,1,137.0,1,1,38,2,8,122.3,1,0,0,1,1,1,20,0,0,6,7,6,14.71,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
1,17,2,Journalism and Communication,1,1,124.0,1,1,1,4,4,127.9,1,0,0,1,1,0,20,0,0,6,11,3,13.67,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled
1,1,2,Management,1,1,128.0,1,1,1,9,6,120.3,0,0,0,1,1,0,19,0,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled
1,51,1,Social Service (evening attendance),0,1,120.0,1,1,1,4,4,128.5,0,0,1,0,1,0,26,0,2,8,13,4,10.5,0,5,10,16,7,10.43,0,12.4,0.5,1.79,Dropout
2,39,1,Agronomy,1,1,133.1,1,37,37,8,7,150.0,0,0,0,1,1,0,31,0,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,Graduate
1,1,1,Journalism and Communication,1,1,142.0,1,1,19,9,9,136.1,0,0,1,1,1,1,19,0,0,6,6,6,12.67,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
1,39,1,Journalism and Communication,1,19,100.0,1,37,37,0,0,128.0,1,0,0,1,1,0,28,0,0,6,7,6,13.17,0,0,6,6,6,13.67,0,7.6,2.6,0.32,Graduate
1,1,1,Animation and Multimedia Design,1,1,149.0,1,19,37,9,9,158.1,1,0,0,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate
2,1,2,Social Service (evening attendance),0,1,110.0,1,37,1,9,10,108.7,1,0,0,1,0,0,43,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate
1,39,1,Animation and Multimedia Design,1,19,133.1,101,1,19,2,7,110.0,0,0,0,1,1,1,25,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1,39,1,Social Service,1,19,133.1,1,37,37,9,9,120.0,0,1,1,1,0,0,40,0,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,Dropout
1,44,1,Veterinary Nursing,1,39,150.0,6,5,4,1,1,150.0,0,0,0,1,0,0,20,1,2,6,7,6,13.33,0,1,6,16,5,13.38,0,12.4,0.5,1.79,Graduate
2,39,1,Social Service (evening attendance),0,12,133.1,1,37,37,9,1,113.0,0,0,0,1,0,0,46,0,0,6,13,3,12.33,0,0,6,6,6,13.33,0,11.1,0.6,2.02,Graduate
1,51,1,Biofuel Production Technologies,1,1,121.0,1,19,37,5,7,118.6,0,0,0,1,0,0,26,0,14,21,23,20,13.18,0,10,14,18,14,11.64,0,8.9,1.4,3.51,Graduate
2,39,1,Nursing,1,1,133.1,1,3,1,5,5,148.8,0,0,0,1,0,1,34,0,0,7,7,6,12.51,0,0,8,9,7,13.07,0,12.4,0.5,1.79,Graduate
1,18,3,Basic Education,1,1,122.0,1,38,37,9,5,120.3,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
1,1,6,Nursing,1,1,143.0,1,19,19,9,9,127.0,1,0,0,1,0,1,18,0,0,8,8,7,13.59,0,0,8,8,7,13.59,0,12.7,3.7,-1.7,Graduate
1,1,1,Oral Hygiene,1,1,123.0,1,19,19,4,9,113.8,1,0,0,1,0,0,18,0,0,7,9,7,11.16,0,0,8,10,8,11.42,0,12.7,3.7,-1.7,Graduate
1,39,1,Social Service (evening attendance),0,1,120.0,1,38,37,9,7,108.0,0,0,0,1,1,1,37,0,1,7,9,6,11.86,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,Graduate
1,17,1,Animation and Multimedia Design,1,1,114.0,1,19,38,9,7,129.1,0,0,0,1,1,1,23,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
1,43,1,Communication Design,1,1,114.0,1,19,38,9,7,135.9,0,0,0,1,1,0,26,0,9,14,14,14,14.0,0,7,13,13,13,13.62,0,15.5,2.8,-4.06,Graduate
1,10,2,Journalism and Communication,1,1,154.4,22,19,38,3,5,154.4,1,0,0,0,0,0,18,1,0,6,8,5,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
1,15,1,Nursing,1,1,190.0,108,3,2,122,4,190.0,1,0,0,1,0,0,18,1,0,7,15,4,11.58,0,0,7,10,5,12.42,0,12.4,0.5,1.79,Enrolled
1,17,4,Nursing,1,1,136.0,1,3,3,2,2,132.5,1,0,0,1,0,0,19,0,0,7,8,7,13.2,0,0,8,8,8,13.06,0,11.1,0.6,2.02,Graduate
1,10,2,Veterinary Nursing,1,1,163.3,22,19,1,4,9,163.3,0,0,0,1,0,0,18,1,0,6,10,6,13.5,0,0,6,12,6,12.0,0,12.4,0.5,1.79,Graduate
1,1,1,Management (evening attendance),1,1,126.0,1,1,3,4,3,122.5,1,0,0,1,0,0,19,0,0,6,6,6,13.33,0,0,6,8,5,12.8,0,8.9,1.4,3.51,Dropout
1,17,4,Informatics Engineering,1,1,122.0,62,1,1,191,171,121.0,1,0,0,1,1,0,20,1,0,5,10,4,14.25,0,0,5,14,1,10.0,0,8.9,1.4,3.51,Enrolled
1,17,1,Communication Design,1,1,137.0,1,1,1,1,5,131.8,0,0,0,1,0,1,22,0,0,6,7,6,12.17,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,Graduate
1,1,3,Nursing,1,1,139.0,1,19,1,9,5,135.0,1,0,0,1,0,1,18,0,0,8,8,7,12.21,0,0,8,8,7,12.21,0,12.7,3.7,-1.7,Graduate
1,17,1,Tourism,1,1,142.0,1,19,39,5,4,141.7,0,0,0,1,0,1,18,0,0,6,8,6,12.67,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Graduate
1,1,3,Journalism and Communication,1,1,133.1,1,38,38,5,5,131.3,1,0,0,1,0,1,18,0,0,6,7,6,12.29,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
1,1,6,Tourism,1,1,126.0,1,38,37,5,7,123.9,1,0,0,1,0,1,18,0,0,6,7,6,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate
1,1,2,Tourism,1,1,131.0,1,4,3,7,4,126.1,1,0,0,1,0,0,18,0,0,6,8,6,12.14,0,0,6,6,6,11.17,0,8.9,1.4,3.51,Graduate
1,17,6,Nursing,1,1,131.0,1,1,19,7,7,126.5,1,0,0,1,0,1,19,0,0,7,8,7,13.88,0,0,8,9,7,13.09,0,11.1,0.6,2.02,Graduate
1,17,1,Basic Education,1,1,108.0,1,19,1,5,5,107.3,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1,17,4,Social Service,1,1,133.1,1,1,19,9,5,95.0,1,0,0,1,0,1,19,0,0,6,12,6,11.67,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
1,1,2,Veterinary Nursing,1,1,122.0,1,3,1,4,7,116.1,1,0,0,1,0,0,18,0,0,6,13,6,13.15,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,Graduate
1,1,4,Communication Design,1,1,143.0,1,1,1,9,7,134.6,1,0,0,1,0,1,18,0,0,6,6,6,14.5,0,0,6,6,6,12.83,0,12.4,0.5,1.79,Dropout
1,17,6,Nursing,1,1,135.0,1,19,19,7,7,128.0,1,0,0,1,0,1,18,0,0,7,7,7,14.44,0,0,8,8,8,13.66,0,11.1,0.6,2.02,Graduate
1,17,2,Journalism and Communication,1,1,148.0,1,3,38,2,6,144.2,1,0,0,1,0,0,18,0,0,6,6,6,15.17,0,0,6,7,6,14.29,0,12.4,0.5,1.79,Graduate
1,17,1,Management,1,1,134.0,1,19,38,4,8,129.5,0,0,0,1,0,1,18,0,0,5,5,5,11.6,0,0,5,12,4,12.62,0,10.8,1.4,1.74,Graduate
1,17,1,Journalism and Communication,1,1,122.0,1,1,1,4,7,116.8,1,0,1,1,0,0,18,0,0,6,6,6,11.67,0,0,6,6,6,12.33,0,16.2,0.3,-0.92,Graduate
1,44,1,Agronomy,1,39,160.0,1,37,38,9,6,160.0,0,0,0,1,0,1,20,0,0,6,8,6,12.62,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate
1,16,2,Social Service,1,1,126.0,1,38,37,3,5,127.1,1,0,0,1,0,1,19,0,0,6,14,3,12.67,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,Graduate
1,17,1,Journalism and Communication,1,1,138.0,1,2,19,2,6,126.3,1,0,0,1,0,1,18,0,0,6,7,6,12.83,1,0,6,8,6,13.0,0,8.9,1.4,3.51,Enrolled
1,1,1,Social Service,1,1,115.0,1,38,38,8,7,112.9,1,0,0,1,0,1,19,0,0,6,7,6,11.86,0,0,6,8,6,13.14,0,12.4,0.5,1.79,Graduate
1,17,2,Basic Education,1,1,141.0,1,3,1,1,5,130.2,1,0,0,1,0,0,19,0,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled
1,43,1,Journalism and Communication,1,1,100.0,41,3,4,3,2,100.0,0,0,0,1,0,0,19,1,0,5,10,5,14.86,2,0,5,7,5,15.14,0,9.4,-0.8,-3.12,Enrolled
1,1,1,Management (evening attendance),1,1,130.0,1,19,19,7,7,121.6,0,0,0,1,0,0,19,0,0,6,7,6,14.71,0,0,6,6,6,15.83,0,12.4,0.5,1.79,Graduate
1,15,1,Management (evening attendance),1,1,130.0,26,42,1,2,7,130.0,0,1,1,1,0,0,20,1,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,Graduate
1,18,1,Journalism and Communication,1,1,135.0,1,38,19,9,5,121.7,1,0,0,1,0,1,18,0,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate
1,7,1,Management,1,3,120.0,1,1,39,4,7,120.0,0,0,0,1,0,0,33,0,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
1,1,1,Basic Education,1,1,148.0,1,19,19,4,5,143.5,0,0,0,1,0,1,19,0,0,7,8,6,12.83,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
1,17,2,Oral Hygiene,1,1,136.0,1,1,1,9,9,128.3,0,0,0,1,0,1,18,0,0,7,7,7,13.43,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,Graduate
1,17,1,Communication Design,1,1,108.0,1,19,1,4,3,111.9,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
1,44,1,Agronomy,1,39,140.0,1,38,38,6,3,140.0,0,0,0,1,0,0,19,0,0,6,18,3,11.67,0,0,6,14,4,11.5,0,15.5,2.8,-4.06,Enrolled
1,1,3,Journalism and Communication,1,1,153.0,1,3,1,2,8,137.6,1,0,0,1,0,0,18,0,0,6,6,6,16.0,0,0,6,7,6,14.33,0,12.4,0.5,1.79,Graduate
1,1,1,Social Service,1,1,135.0,1,19,19,9,5,135.0,1,0,0,1,0,0,20,0,0,6,6,6,13.83,0,0,6,6,6,11.83,0,10.8,1.4,1.74,Graduate
1,1,5,Nursing,1,1,146.0,1,19,37,7,7,133.8,1,0,0,1,0,0,19,0,0,8,9,8,13.23,1,0,8,9,8,13.23,1,9.4,-0.8,-3.12,Graduate
1,1,2,Journalism and Communication,1,1,130.0,1,19,19,9,9,126.9,1,0,0,1,1,1,18,0,0,6,6,6,14.0,0,0,6,6,6,14.17,0,9.4,-0.8,-3.12,Graduate
1,17,2,Tourism,1,1,113.0,1,1,2,5,3,106.7,1,0,1,1,1,1,19,0,0,6,14,2,10.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
1,43,1,Social Service (evening attendance),0,1,145.7,22,37,37,9,9,145.7,1,0,0,1,0,0,25,1,8,16,16,15,13.33,0,11,13,13,11,12.27,0,13.9,-0.3,0.79,Graduate
1,17,3,Communication Design,1,1,145.0,1,3,3,4,4,153.1,1,0,0,1,0,1,20,0,0,6,6,6,12.5,0,0,6,6,6,14.33,0,12.7,3.7,-1.7,Enrolled
1,1,1,Social Service (evening attendance),0,1,126.0,1,38,37,5,5,118.7,0,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Graduate
1,17,1,Equiniculture,0,1,160.0,1,34,34,0,0,161.8,1,0,1,1,1,0,33,0,0,5,8,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,18,4,Informatics Engineering,1,1,134.0,1,19,38,194,175,124.9,1,0,1,1,1,0,18,0,0,5,11,3,10.67,0,0,5,9,3,11.33,0,8.9,1.4,3.51,Enrolled
1,1,1,Informatics Engineering,1,1,163.0,1,19,37,5,8,150.8,1,0,0,1,1,0,18,0,0,5,9,4,10.5,0,0,5,11,2,10.5,3,7.6,2.6,0.32,Enrolled
1,15,1,Management,1,1,130.0,26,1,1,2,3,130.0,0,0,0,1,0,0,19,1,0,5,10,4,12.0,0,0,5,6,5,11.4,0,11.1,0.6,2.02,Graduate
1,1,2,Animation and Multimedia Design,1,1,165.0,1,3,3,2,2,163.6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled
1,43,1,Management,1,1,142.0,1,38,19,141,171,115.0,0,0,0,1,0,0,19,0,0,5,11,5,11.5,0,0,5,9,2,10.67,0,13.9,-0.3,0.79,Enrolled
1,1,1,Journalism and Communication,1,1,156.0,1,19,1,5,10,136.8,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Dropout
1,17,5,Basic Education,1,1,141.0,1,3,19,2,7,130.9,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Graduate
1,1,3,Nursing,1,1,143.0,1,19,37,7,7,127.0,1,0,0,1,0,0,18,0,0,8,8,8,13.07,0,0,8,8,8,13.07,0,9.4,-0.8,-3.12,Graduate
2,39,1,Nursing,1,19,133.1,1,38,38,2,10,120.0,0,0,0,1,0,0,37,0,0,7,9,2,10.75,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Dropout
1,1,1,Social Service,1,1,133.0,1,38,1,2,4,126.0,0,0,0,1,0,0,20,0,0,6,11,1,12.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled
1,1,1,Tourism,1,1,172.0,41,37,37,5,5,153.8,1,0,0,1,0,1,20,1,0,6,6,6,14.0,0,0,6,6,6,13.33,0,10.8,1.4,1.74,Graduate
1,15,1,Social Service,1,1,140.0,26,19,19,9,6,140.0,0,0,0,1,1,0,21,1,0,6,7,6,12.33,0,0,6,7,6,13.43,0,11.1,0.6,2.02,Graduate
1,17,1,Nursing,1,1,142.0,1,38,1,5,4,136.6,0,0,0,1,0,1,18,0,0,7,7,7,13.46,0,0,8,9,8,14.79,0,12.4,0.5,1.79,Graduate
1,39,1,Social Service (evening attendance),0,1,140.0,1,19,1,9,8,105.0,0,0,0,1,0,0,26,0,0,6,14,3,10.67,1,0,6,9,5,11.2,0,15.5,2.8,-4.06,Enrolled
1,39,1,Management,1,12,133.1,1,37,37,9,7,139.4,0,0,1,1,0,0,41,0,0,5,6,5,11.6,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Enrolled
1,1,2,Journalism and Communication,1,1,148.0,1,19,1,3,9,140.0,1,0,0,1,0,1,18,0,0,6,6,6,13.67,0,0,6,6,6,14.67,0,16.2,0.3,-0.92,Graduate
1,1,4,Nursing,1,1,137.0,1,19,37,9,7,130.8,0,0,1,1,0,0,18,0,0,8,9,8,14.4,1,0,8,9,8,14.4,1,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,1,143.0,1,38,38,9,9,138.8,1,0,0,1,0,0,31,0,0,7,9,7,15.47,0,0,8,8,8,16.39,0,11.1,0.6,2.02,Graduate
1,1,1,Social Service,1,1,133.1,1,1,1,4,10,110.0,0,0,1,1,0,0,23,0,0,6,8,6,12.62,0,0,6,6,6,14.17,0,12.7,3.7,-1.7,Graduate
1,1,4,Nursing,1,1,138.0,1,37,19,9,9,127.8,1,0,0,1,0,0,19,0,0,7,7,6,14.98,0,0,7,7,6,14.98,0,7.6,2.6,0.32,Graduate
1,16,3,Journalism and Communication,1,1,138.0,1,37,38,4,9,134.2,1,0,0,1,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,13.0,0,11.1,0.6,2.02,Graduate
2,39,1,Social Service (evening attendance),0,1,150.0,1,37,37,7,5,143.0,0,0,0,1,0,0,40,0,5,9,9,9,15.89,0,3,7,7,7,14.14,0,12.7,3.7,-1.7,Graduate
1,44,1,Veterinary Nursing,1,39,120.0,1,37,37,9,9,120.0,1,0,1,1,0,0,32,0,0,6,14,4,11.5,0,0,6,14,3,11.0,0,16.2,0.3,-0.92,Dropout
1,1,4,Tourism,1,1,110.0,1,37,37,9,7,113.2,1,0,0,1,0,0,24,0,0,6,14,2,10.5,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout
1,17,4,Nursing,1,1,146.0,1,19,37,5,8,135.8,1,0,0,1,0,0,18,0,0,7,7,6,13.98,0,0,7,7,6,13.98,0,7.6,2.6,0.32,Graduate
1,1,1,Social Service,1,1,148.0,1,37,37,9,9,143.5,0,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,12.83,0,10.8,1.4,1.74,Graduate
1,1,1,Social Service,1,1,145.0,1,19,37,4,7,148.9,1,0,0,1,0,1,18,0,0,6,6,6,13.67,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate
1,39,1,Agronomy,1,1,133.1,1,38,38,4,7,115.6,1,0,0,0,0,0,27,0,0,6,8,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
1,1,1,Management,1,1,160.0,1,38,37,9,5,159.3,0,0,0,1,0,0,18,0,0,5,5,5,14.4,0,0,5,5,5,15.4,0,7.6,2.6,0.32,Graduate
1,39,1,Equiniculture,0,1,150.0,1,19,37,9,8,138.5,0,0,0,1,0,0,26,0,0,5,10,4,12.0,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
1,1,1,Basic Education,1,1,130.0,1,19,12,9,4,133.2,1,0,0,1,0,0,19,0,0,6,6,6,14.17,0,0,6,7,6,13.67,0,7.6,2.6,0.32,Graduate
1,17,2,Social Service (evening attendance),0,1,120.0,1,37,34,0,0,117.6,1,0,0,1,0,0,19,0,0,6,8,5,12.2,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate
1,18,2,Management,1,1,115.0,1,1,37,5,5,108.7,1,0,0,1,0,0,21,0,0,5,8,3,12.0,1,0,5,9,3,12.67,0,9.4,-0.8,-3.12,Enrolled
1,1,4,Management,1,1,133.1,1,1,19,4,6,106.0,1,0,0,1,0,0,24,0,0,5,11,2,10.5,0,0,5,14,1,11.0,0,12.7,3.7,-1.7,Enrolled
